Customer_ID,Annual_Income,Debt_to_Income_Ratio,Employment_Length_Years,Credit_Lines_Outstanding,Loan_Amount,FICO_Score,Previous_Delinquencies,Loan_Term_Months,Interest_Rate_%,Defaulted
CUST02852,130685,0.6,27,15,32158,509,1,36,15.94,1
CUST02853,102779,0.29,24,8,23244,788,2,48,8.07,1
CUST02854,121925,0.09,16,12,23456,609,8,48,14.58,0
CUST02855,136565,0.46,20,3,82770,329,4,48,20.85,1
CUST02856,181368,0.24,4,9,92477,470,8,36,18.81,0
CUST02857,80668,0.29,28,2,84047,553,7,60,17.2,0
CUST02858,51173,0.32,32,13,8469,540,2,48,13.72,0
CUST02859,156981,0.41,0,14,40722,359,3,60,19.59,1
CUST02860,121171,0.25,23,11,71705,549,7,48,16.47,0
CUST02861,37112,0.07,29,15,97503,437,1,48,13.27,0
CUST02862,58380,0.15,11,1,31296,422,6,48,17.74,0
CUST02863,77379,0.16,40,12,45241,372,2,48,16.11,0
CUST02864,72670,0.15,34,1,60002,813,4,60,8.31,0
CUST02865,34483,0.3,18,9,11209,591,1,36,11.75,0
CUST02866,180607,0.39,16,9,24181,703,8,48,14.93,1
CUST02867,91972,0.17,4,13,84475,739,4,36,9.58,0
CUST02868,45582,0.06,14,6,7087,406,1,36,13.87,0
CUST02869,172391,0.5,21,11,24433,340,8,48,23.73,1
CUST02870,64234,0.12,19,15,49099,655,8,60,14.31,0
CUST02871,159688,0.49,32,9,43698,751,0,48,9.08,1
CUST02872,176678,0.28,13,11,81621,828,0,48,5.72,0
CUST02873,104231,0.5,8,2,85086,827,4,36,10.3,0
CUST02874,83648,0.38,11,6,90515,367,4,48,19.38,1
CUST02875,71981,0.46,19,4,75032,471,5,60,18.95,1
CUST02876,124911,0.55,28,10,5442,780,3,36,11.03,0
CUST02877,72962,0.09,27,11,29408,387,8,48,19.42,1
CUST02878,74071,0.1,1,13,46997,504,2,36,12.75,0
CUST02879,74520,0.56,29,1,92613,688,8,60,17.11,1
CUST02880,76148,0.13,9,5,52138,385,6,48,18.39,0
CUST02881,112604,0.37,39,9,71159,713,7,36,13.85,1
CUST02882,138180,0.11,5,3,37430,684,5,36,11,0
CUST02883,194024,0.41,32,9,3390,583,8,36,17.71,1
CUST02884,182459,0.24,11,8,22970,726,1,60,8.83,0
CUST02885,145057,0.39,4,15,83417,464,1,48,15.24,1
CUST02886,189386,0.37,6,11,7203,722,1,48,9.45,0
CUST02887,106165,0.39,15,8,96413,358,8,60,22.95,1
CUST02888,108296,0.36,3,5,88001,665,1,36,10.62,0
CUST02889,94899,0.6,8,15,25827,352,4,60,21.97,1
CUST02890,185147,0.2,27,7,62151,665,8,36,14.24,0
CUST02891,28113,0.34,36,3,89740,529,2,36,14.12,0
CUST02892,196124,0.49,1,3,50810,567,0,48,13.09,1
CUST02893,24143,0.38,35,1,1452,337,3,48,19.33,1
CUST02894,160761,0.47,28,11,67595,449,8,60,21.61,0
CUST02895,62173,0.4,2,13,96713,634,7,36,15.81,0
CUST02896,81932,0.54,20,1,57685,796,6,60,13.2,0
CUST02897,78975,0.51,9,8,4085,437,2,48,17.49,0
CUST02898,174995,0.22,19,4,11203,366,0,48,15.32,0
CUST02899,196549,0.29,20,1,3534,498,4,60,16.3,1
CUST02900,167071,0.57,0,1,9634,802,6,60,13.31,1
CUST02901,92134,0.09,5,13,32031,360,5,60,18.41,0
CUST02902,187895,0.41,25,2,70728,787,3,36,9.75,0
CUST02903,171164,0.26,5,3,77018,412,8,60,20.74,1
CUST02904,192298,0.43,35,15,74984,728,3,60,11.7,0
CUST02905,122786,0.33,27,5,63612,384,2,60,17.71,0
CUST02906,171600,0.38,20,9,11731,731,3,36,10.74,0
CUST02907,33005,0.48,19,9,17958,683,1,36,11.18,1
CUST02908,126844,0.32,13,5,73197,356,5,60,20.34,1
CUST02909,99587,0.42,9,8,8386,555,5,36,16.3,0
CUST02910,93971,0.1,32,7,26456,683,4,36,10.24,0
CUST02911,171899,0.43,28,12,25238,500,1,36,14.78,0
CUST02912,160414,0.26,14,2,56032,765,8,60,13.03,1
CUST02913,162759,0.54,6,2,38591,591,1,48,13.67,0
CUST02914,68515,0.2,21,5,92542,597,0,36,10.12,0
CUST02915,163900,0.16,19,5,93690,500,3,48,14.02,0
CUST02916,179017,0.31,8,15,43759,455,8,36,19.7,1
CUST02917,35182,0.39,17,5,7711,363,0,48,16.75,1
CUST02918,32176,0.36,23,1,68976,702,8,36,14.71,0
CUST02919,40843,0.37,38,15,12053,361,0,48,16.63,0
CUST02920,131552,0.45,11,3,1280,459,2,48,16.53,1
CUST02921,196294,0.52,33,4,7234,433,5,36,19.76,0
CUST02922,166956,0.19,19,6,47137,409,8,36,19.74,0
CUST02923,150633,0.58,3,10,98295,802,3,60,11.29,0
CUST02924,87814,0.38,24,11,63242,339,8,48,22.79,1
CUST02925,45449,0.13,23,2,67543,599,2,48,10.92,0
CUST02926,91443,0.21,23,5,4777,806,1,48,6.34,0
CUST02927,130597,0.3,16,2,41601,379,6,36,19.88,0
CUST02928,85293,0.36,18,1,97114,587,1,60,12.82,0
CUST02929,159429,0.18,28,4,20390,435,7,48,18.39,0
CUST02930,38898,0.58,27,9,21077,484,6,36,19.83,1
CUST02931,55763,0.08,15,7,4018,654,6,36,12.12,0
CUST02932,134989,0.47,7,1,30517,692,0,60,10.71,0
CUST02933,34809,0.45,8,8,48147,610,3,60,14.44,1
CUST02934,85118,0.08,31,7,48403,451,2,36,13.75,0
CUST02935,180811,0.54,10,7,90051,763,7,48,14.12,0
CUST02936,181076,0.15,7,13,48341,617,2,48,10.68,1
CUST02937,111739,0.2,35,9,17099,517,5,36,15.37,1
CUST02938,130607,0.05,0,13,14648,845,8,48,9.11,1
CUST02939,173700,0.27,10,15,93209,747,0,36,7.41,0
CUST02940,65085,0.6,27,12,78704,504,7,48,20.25,0
CUST02941,58950,0.26,5,12,24837,439,6,48,18.25,0
CUST02942,94886,0.1,8,15,34504,377,2,36,15.52,0
CUST02943,60128,0.22,4,4,70355,474,1,60,14.16,1
CUST02944,39712,0.11,5,5,97722,524,0,48,10.99,1
CUST02945,23218,0.07,23,11,26993,491,3,48,13.49,0
CUST02946,81721,0.23,5,8,67688,491,6,48,16.87,0
CUST02947,177591,0.26,17,12,35307,620,8,36,15.7,0
CUST02948,37501,0.22,34,10,21214,837,2,60,6.94,0
CUST02949,92236,0.33,5,3,4900,537,7,48,17.37,0
CUST02950,92416,0.34,11,8,32404,690,7,36,14.11,0
CUST02951,68683,0.4,15,10,17820,734,7,36,13.63,1
CUST02952,164441,0.43,23,6,12907,759,2,60,10.33,0
CUST02953,153492,0.1,33,7,33907,360,4,36,17.29,0
CUST02954,122350,0.31,16,11,27033,551,4,48,14.8,1
CUST02955,31127,0.49,31,14,48703,528,8,60,20.05,1
CUST02956,180630,0.31,32,9,52336,505,8,36,18.61,1
CUST02957,114798,0.16,7,13,31863,677,1,60,9.25,0
CUST02958,72366,0.09,30,10,91179,695,1,60,8.3,0
CUST02959,189628,0.42,40,5,23512,479,4,48,17.25,1
CUST02960,107851,0.52,24,4,76768,340,1,48,18.99,0
CUST02961,88945,0.42,36,13,82923,647,6,60,15.49,0
CUST02962,94786,0.14,0,14,35088,652,0,36,8.44,0
CUST02963,109135,0.15,29,8,39397,783,6,36,9.86,0
CUST02964,173710,0.18,8,1,32022,506,5,60,15.95,0
CUST02965,58761,0.13,15,7,4977,572,2,60,12.01,0
CUST02966,33380,0.3,4,6,63953,348,0,60,16.85,0
CUST02967,193374,0.39,40,7,91467,668,8,60,16.19,1
CUST02968,170422,0.57,23,4,73566,424,7,48,21.75,0
CUST02969,129553,0.23,15,14,47669,377,5,48,18.66,1
CUST02970,178113,0.25,34,5,43783,712,8,36,13.61,0
CUST02971,139831,0.34,5,14,54601,506,0,48,13.23,0
CUST02972,160153,0.26,21,6,9146,501,0,60,13.19,1
CUST02973,154793,0.45,26,13,14920,647,6,36,15.23,0
CUST02974,134143,0.5,21,9,83513,522,6,48,18.36,0
CUST02975,134656,0.07,33,10,70828,528,6,60,15.29,0
CUST02976,82623,0.35,25,5,85987,435,3,60,17.45,0
CUST02977,140764,0.56,13,5,10458,567,8,60,19.75,0
CUST02978,32168,0.48,13,9,48801,567,2,48,14.41,0
CUST02979,106942,0.05,20,6,15618,826,7,36,8.82,0
CUST02980,59690,0.41,18,15,96570,447,0,48,15.07,1
CUST02981,106599,0.48,20,15,16216,565,5,36,16.56,0
CUST02982,30530,0.13,37,2,28444,734,2,60,8.47,0
CUST02983,169113,0.06,23,1,21168,480,3,36,13.65,0
CUST02984,133231,0.53,13,2,55476,501,8,60,20.95,0
CUST02985,114846,0.51,25,13,2309,471,3,48,17.45,0
CUST02986,121401,0.3,18,6,19487,441,5,48,17.82,0
CUST02987,30126,0.58,25,2,82469,638,4,60,15.57,1
CUST02988,90005,0.48,23,12,55761,586,4,36,15.4,0
CUST02989,110031,0.59,2,11,28265,738,1,36,10.86,0
CUST02990,65371,0.35,2,5,85260,397,5,48,19.18,1
CUST02991,100696,0.58,29,10,45814,389,7,36,22.6,1
CUST02992,59619,0.37,25,12,65062,621,0,60,11.46,0
CUST02993,181318,0.24,0,4,7309,650,7,60,14.68,0
CUST02994,103232,0.38,2,13,40361,773,5,36,11.22,1
CUST02995,181512,0.41,33,10,73262,400,5,60,20.1,0
CUST02996,28223,0.47,3,2,37678,792,1,48,8.73,1
CUST02997,133619,0.34,14,10,84606,526,4,48,15.59,0
CUST02998,139183,0.15,3,15,78212,682,2,36,9.27,0
CUST02999,190585,0.58,6,2,13610,475,5,60,19.82,0
CUST03000,32373,0.27,30,13,69844,629,4,60,13.28,1
CUST03001,150064,0.21,18,1,67271,389,0,60,15.24,0
CUST03002,116253,0.3,30,3,43877,308,3,60,19.83,1
CUST03003,37761,0.28,38,5,73523,816,6,48,10.18,1
CUST03004,115790,0.2,18,9,91502,807,7,60,10.94,0
CUST03005,69961,0.32,30,10,87662,556,0,48,11.97,0
CUST03006,147378,0.11,10,10,1832,794,2,60,7,0
CUST03007,184893,0.5,1,11,20818,698,5,36,13.82,0
CUST03008,89788,0.05,37,4,94677,463,0,48,11.84,0
CUST03009,152326,0.12,19,5,46668,673,1,48,8.52,0
CUST03010,193660,0.06,27,8,77378,398,2,48,14.74,1
CUST03011,25309,0.54,36,6,76357,475,2,60,17.4,1
CUST03012,148345,0.58,8,9,25079,432,2,48,18.16,0
CUST03013,93830,0.59,18,11,73778,701,3,48,13.07,0
CUST03014,101899,0.55,14,1,17040,625,2,48,13.71,1
CUST03015,135669,0.11,6,6,74964,547,6,60,15.19,0
CUST03016,61078,0.51,38,7,72818,305,3,48,21.07,1
CUST03017,172122,0.13,18,14,71788,434,0,36,13.12,0
CUST03018,124824,0.51,6,2,42530,845,0,36,7.19,1
CUST03019,155179,0.49,28,13,17710,772,2,36,10.02,1
CUST03020,24778,0.56,16,3,4378,678,0,36,11.23,0
CUST03021,143785,0.26,22,13,75936,552,4,48,14.38,1
CUST03022,30688,0.36,12,12,24104,364,2,60,18.38,0
CUST03023,53083,0.31,35,6,23709,420,7,36,19.76,0
CUST03024,33333,0.57,30,3,1217,557,1,36,14.65,0
CUST03025,130721,0.49,33,7,22358,429,0,36,16.11,0
CUST03026,95476,0.58,3,7,94118,687,1,60,12.4,1
CUST03027,111194,0.28,33,4,62058,483,3,60,15.85,0
CUST03028,147007,0.59,17,12,77581,310,1,60,20.7,0
CUST03029,120237,0.22,4,14,11278,370,4,36,18.03,0
CUST03030,186000,0.48,28,12,50624,396,8,36,22.35,0
CUST03031,106669,0.16,32,9,10645,462,8,60,18.85,1
CUST03032,134380,0.35,12,4,25429,380,4,48,18.85,0
CUST03033,97221,0.09,28,1,99771,334,8,48,20.58,0
CUST03034,151301,0.49,13,7,31584,422,2,48,17.66,1
CUST03035,117147,0.16,30,7,19289,364,8,60,20.98,0
CUST03036,142557,0.58,18,13,81571,834,3,60,10.59,1
CUST03037,150351,0.45,31,6,31423,333,0,60,18.38,0
CUST03038,193258,0.21,30,15,2888,352,3,48,17.65,1
CUST03039,74200,0.1,18,3,68909,316,8,36,21.05,0
CUST03040,147153,0.45,9,14,38626,360,8,36,22.89,0
CUST03041,30624,0.25,14,13,20303,361,4,60,18.97,1
CUST03042,130418,0.2,32,13,59927,405,3,60,16.91,0
CUST03043,72058,0.44,21,4,72653,307,7,60,23.77,1
CUST03044,44625,0.16,18,15,5020,472,5,48,16.03,0
CUST03045,87093,0.37,4,12,75035,839,5,36,9.7,0
CUST03046,67755,0.48,4,12,78799,724,8,36,15.19,1
CUST03047,41160,0.19,18,8,57685,834,2,60,6.77,0
CUST03048,119962,0.32,5,8,42358,484,7,60,18.95,0
CUST03049,166819,0.52,30,15,84244,603,7,60,17.95,0
CUST03050,79596,0.24,34,14,64193,368,4,36,18.24,1
CUST03051,141603,0.33,8,2,80336,829,2,48,7.5,0
CUST03052,144073,0.27,9,9,4060,639,8,60,15.86,1
CUST03053,156736,0.58,23,2,85618,466,8,48,21.62,1
CUST03054,82271,0.24,25,1,22293,521,3,60,14.7,0
CUST03055,148961,0.19,27,10,50639,456,1,36,13.82,1
CUST03056,156300,0.06,15,5,44179,311,1,36,15.94,0
CUST03057,178842,0.13,29,14,45648,636,8,60,14.81,0
CUST03058,152846,0.25,35,4,48520,789,2,36,7.73,0
CUST03059,157307,0.55,12,1,93110,302,4,48,22.16,1
CUST03060,80281,0.28,27,1,46250,656,4,60,12.77,1
CUST03061,48372,0.53,27,5,25586,477,5,36,18.88,1
CUST03062,188914,0.46,35,5,1767,770,2,48,9.83,0
CUST03063,177802,0.31,33,7,97854,361,8,60,22.25,1
CUST03064,108861,0.12,30,3,12351,382,6,60,18.87,1
CUST03065,179318,0.12,37,15,87024,580,4,48,12.65,0
CUST03066,110083,0.59,31,3,9763,805,5,60,12.7,0
CUST03067,29390,0.31,4,9,46918,756,5,60,11.53,0
CUST03068,97284,0.06,1,9,86766,711,7,48,11.41,1
CUST03069,130678,0.21,0,3,84873,603,7,48,14.97,0
CUST03070,151548,0.59,36,9,73689,734,8,60,16.35,0
CUST03071,47405,0.13,17,4,28751,523,7,36,16.07,0
CUST03072,164177,0.13,23,2,31961,346,6,48,19.24,1
CUST03073,76570,0.46,3,7,18745,492,2,48,15.89,1
CUST03074,177650,0.58,31,4,8966,785,5,60,13.06,0
CUST03075,73954,0.34,37,14,92392,495,7,60,18.87,1
CUST03076,41976,0.58,1,2,58148,454,4,36,19.08,0
CUST03077,132239,0.2,38,4,24662,708,2,36,9.1,1
CUST03078,160937,0.5,29,14,63643,676,1,60,12,1
CUST03079,20319,0.43,0,5,63565,604,2,36,13.21,0
CUST03080,196521,0.32,0,12,59333,785,7,36,11.88,0
CUST03081,118363,0.16,40,10,79849,622,4,48,12.05,0
CUST03082,113854,0.49,5,6,23947,812,6,60,12.45,0
CUST03083,103981,0.3,25,10,86736,344,4,60,19.74,1
CUST03084,179230,0.57,2,5,81612,540,4,48,17.12,1
CUST03085,181567,0.58,40,4,12568,832,1,60,9.23,0
CUST03086,56221,0.41,8,9,98871,544,7,36,17.86,1
CUST03087,85139,0.14,10,5,66502,733,6,60,11.37,0
CUST03088,189845,0.2,18,13,47557,721,3,48,9.51,0
CUST03089,118583,0.42,13,2,90413,798,1,36,8.19,0
CUST03090,170772,0.16,20,13,12479,385,3,36,16.53,1
CUST03091,38649,0.22,31,7,38720,827,4,36,8.06,0
CUST03092,185746,0.21,10,2,11998,814,1,36,6.17,0
CUST03093,179969,0.19,33,8,76326,435,8,60,19.67,1
CUST03094,56755,0.27,32,7,69989,721,6,48,12.17,0
CUST03095,170882,0.14,22,7,85029,467,0,48,12.48,1
CUST03096,149435,0.52,8,14,92213,746,3,48,11.53,1
CUST03097,98088,0.31,40,15,91625,569,7,60,17.01,1
CUST03098,192340,0.07,15,6,73730,610,2,60,10.7,0
CUST03099,168655,0.12,6,3,98609,411,1,60,14.74,1
CUST03100,76538,0.3,25,8,74421,571,1,48,12.19,1
CUST03101,160550,0.54,30,15,28081,546,8,48,19.55,1
CUST03102,39073,0.51,35,15,37790,665,7,48,16.02,0
CUST03103,137520,0.27,29,5,23124,356,0,60,16.44,1
CUST03104,75796,0.22,8,12,74374,505,1,36,12.99,1
CUST03105,177866,0.06,35,10,92524,576,5,36,12.96,0
CUST03106,37762,0.59,24,2,70426,557,6,36,18.31,1
CUST03107,138714,0.49,18,9,92768,672,0,48,10.8,0
CUST03108,189286,0.43,23,5,69648,847,1,48,7.21,0
CUST03109,137964,0.3,17,8,56308,628,4,36,13.04,0
CUST03110,73643,0.19,0,6,9269,451,1,48,13.93,1
CUST03111,86991,0.56,35,13,22913,548,2,36,15.47,0
CUST03112,111922,0.59,3,2,83036,414,7,48,22.13,0
CUST03113,102926,0.08,28,7,91229,598,6,36,13.34,0
CUST03114,104997,0.47,10,10,98249,375,6,48,21.32,1
CUST03115,30551,0.25,21,12,78493,498,4,36,15.48,1
CUST03116,154041,0.42,36,12,79409,357,7,36,22.02,0
CUST03117,56217,0.38,7,5,89135,335,2,60,19.18,0
CUST03118,159599,0.51,17,14,53250,848,7,48,12.02,0
CUST03119,79645,0.13,8,5,16360,368,7,60,19.96,0
CUST03120,26451,0.38,25,11,10124,385,2,60,18.09,0
CUST03121,93899,0.38,8,4,80536,775,7,60,13.08,1
CUST03122,21026,0.1,38,4,85766,841,1,60,5.2,1
CUST03123,106009,0.44,17,13,8041,744,5,60,12.83,0
CUST03124,38340,0.06,22,15,13339,823,5,36,7.57,0
CUST03125,28578,0.58,0,13,18854,796,8,36,14.42,1
CUST03126,61632,0.27,8,12,10474,303,1,48,17.79,0
CUST03127,23365,0.4,2,2,80558,394,5,48,19.65,0
CUST03128,187142,0.54,9,9,95063,590,0,48,12.99,0
CUST03129,97520,0.15,35,9,95243,807,1,48,5.84,0
CUST03130,128878,0.51,22,4,44216,379,1,60,18.56,1
CUST03131,38974,0.56,11,11,94318,830,0,60,8.42,1
CUST03132,186552,0.28,22,15,25722,741,2,36,9.02,0
CUST03133,162285,0.39,26,15,12630,452,2,48,16.2,0
CUST03134,197183,0.59,26,4,87213,399,8,36,23.16,0
CUST03135,106758,0.19,4,9,48450,438,2,48,14.91,1
CUST03136,134661,0.43,2,2,46327,655,3,60,13.29,0
CUST03137,81649,0.55,1,5,35089,837,2,60,9.58,1
CUST03138,36931,0.27,22,8,51093,755,3,60,9.83,0
CUST03139,114460,0.09,38,5,58116,831,6,60,8.83,1
CUST03140,51932,0.43,10,7,56611,499,6,60,18.8,1
CUST03141,179640,0.42,5,2,18914,775,3,60,10.6,1
CUST03142,160984,0.42,39,9,37999,841,6,36,10.76,0
CUST03143,83274,0.35,28,1,9791,370,5,36,19.77,1
CUST03144,122731,0.26,13,12,83537,490,2,36,14.33,1
CUST03145,23472,0.5,10,10,18069,745,4,48,12.09,1
CUST03146,194379,0.39,4,6,25854,465,5,36,18.02,0
CUST03147,71266,0.43,34,14,63587,762,3,36,10.46,1
CUST03148,166821,0.08,21,5,16093,385,1,48,14.49,0
CUST03149,65903,0.53,3,1,33006,625,1,60,13.35,0
CUST03150,46941,0.19,23,3,41942,758,7,60,11.93,1
CUST03151,69205,0.44,33,7,30231,834,5,36,10.37,0
CUST03152,132159,0.14,37,9,49052,709,6,36,11.4,0
CUST03153,142582,0.2,2,10,14875,486,4,36,15.34,1
CUST03154,171139,0.15,26,1,61329,401,2,60,15.9,1
CUST03155,104951,0.14,28,15,99083,549,0,48,10.69,1
CUST03156,39561,0.06,26,8,9880,755,7,48,10.45,0
CUST03157,142271,0.33,4,6,86336,719,5,60,12.5,0
CUST03158,160354,0.52,5,2,37150,434,1,60,17.44,0
CUST03159,41028,0.3,40,5,39487,464,6,60,18.52,0
CUST03160,146349,0.43,11,8,30277,447,0,60,15.73,0
CUST03161,91086,0.52,8,5,98931,789,4,48,11.29,0
CUST03162,144086,0.57,38,14,74027,575,4,60,16.86,0
CUST03163,68783,0.53,5,14,4141,468,7,48,20.47,1
CUST03164,69421,0.25,1,8,21756,411,5,36,18.08,1
CUST03165,162183,0.49,27,13,24325,554,2,36,14.78,0
CUST03166,52173,0.37,9,3,52241,819,2,60,8.54,0
CUST03167,186729,0.33,22,5,37515,801,8,60,12.81,0
CUST03168,142879,0.3,33,7,59773,475,3,48,15.68,1
CUST03169,144006,0.25,38,1,5727,767,2,60,8.71,0
CUST03170,65213,0.37,10,11,46197,491,7,48,18.69,0
CUST03171,23066,0.45,7,9,31547,584,1,36,13.1,0
CUST03172,168147,0.41,23,12,47490,763,1,48,8.88,0
CUST03173,179267,0.43,33,9,88762,836,0,36,6.75,0
CUST03174,51752,0.35,21,3,39520,463,7,60,19.64,1
CUST03175,45013,0.56,10,10,53171,810,4,36,11.15,0
CUST03176,82574,0.35,0,2,61364,324,7,60,22.68,1
CUST03177,53142,0.11,8,13,39716,676,4,36,10.48,0
CUST03178,146574,0.43,15,3,11321,345,8,48,23.06,0
CUST03179,42008,0.52,14,6,96785,377,3,36,19.58,0
CUST03180,76419,0.13,30,12,80176,750,3,36,8.32,0
CUST03181,94006,0.58,16,12,85890,789,6,36,13.17,1
CUST03182,196159,0.19,25,3,13168,735,4,60,10.33,0
CUST03183,73255,0.32,13,13,53166,513,5,48,16.41,0
CUST03184,155391,0.07,1,15,43728,825,7,60,9.51,0
CUST03185,74224,0.46,30,1,51022,458,4,36,18.03,1
CUST03186,114467,0.58,36,5,83355,366,8,60,24.3,0
CUST03187,85695,0.15,6,3,72476,318,5,36,19.31,0
CUST03188,103895,0.06,26,5,36418,341,8,48,20.19,1
CUST03189,112649,0.38,20,8,37407,306,0,48,17.91,0
CUST03190,118510,0.46,14,6,61428,505,2,48,15.61,0
CUST03191,74371,0.42,5,9,91586,647,1,60,11.99,0
CUST03192,23654,0.2,12,5,95226,713,0,48,7.59,0
CUST03193,109289,0.54,28,7,34800,364,0,48,17.92,1
CUST03194,152053,0.45,11,12,66518,413,2,36,17.53,0
CUST03195,117333,0.55,21,4,80233,786,7,60,14.2,0
CUST03196,82672,0.46,4,7,35543,333,5,60,21.96,1
CUST03197,53119,0.39,29,1,35873,412,5,60,19.68,0
CUST03198,30376,0.09,37,1,62806,430,4,48,15.68,0
CUST03199,195333,0.32,5,10,31793,301,3,36,19.64,1
CUST03200,43947,0.07,23,8,47741,778,1,36,5.83,0
CUST03201,129251,0.13,38,12,31031,368,5,60,18.56,0
CUST03202,146893,0.09,24,10,18231,799,3,48,6.93,0
CUST03203,122208,0.47,15,4,99655,594,7,48,17.25,0
CUST03204,149380,0.2,31,4,50722,489,1,60,13.68,1
CUST03205,143395,0.18,19,2,16591,311,3,60,18.8,0
CUST03206,54197,0.1,37,9,77760,831,0,36,4.21,0
CUST03207,89817,0.24,17,14,44423,748,1,48,7.85,0
CUST03208,157867,0.3,22,14,27127,472,0,48,13.65,1
CUST03209,107459,0.54,25,8,26517,844,2,36,8.85,0
CUST03210,58239,0.28,14,3,22742,664,0,48,9.3,0
CUST03211,27649,0.06,23,12,15274,464,1,48,12.6,0
CUST03212,84579,0.43,36,5,50255,376,1,36,17.48,1
CUST03213,36290,0.42,23,12,40531,738,2,36,10.2,0
CUST03214,49491,0.29,7,8,13153,314,1,36,17.71,0
CUST03215,187736,0.15,24,4,48903,359,4,60,18.21,0
CUST03216,189902,0.08,3,13,75412,793,2,36,6.28,0
CUST03217,94676,0.42,8,15,5848,649,6,48,14.95,0
CUST03218,95130,0.21,6,15,92330,562,7,60,16.36,0
CUST03219,156347,0.06,35,3,52082,828,6,48,8.16,0
CUST03220,183015,0.21,28,1,74045,618,5,60,13.74,0
CUST03221,131435,0.54,15,6,8340,396,5,36,20.73,1
CUST03222,121201,0.19,11,14,61268,677,3,60,10.89,0
CUST03223,169938,0.43,16,14,85271,380,6,48,20.89,1
CUST03224,104570,0.46,30,11,91217,419,4,48,18.88,1
CUST03225,181944,0.54,38,13,64956,683,1,48,11.66,0
CUST03226,189511,0.44,17,14,54385,420,1,48,16.6,0
CUST03227,153094,0.26,12,2,25033,442,4,36,16.78,0
CUST03228,140217,0.33,19,4,70959,530,8,36,18.22,1
CUST03229,116661,0.35,37,7,29614,473,8,60,20.13,0
CUST03230,178633,0.36,8,12,6731,399,4,48,18.52,0
CUST03231,185266,0.57,0,3,58123,414,5,60,21.07,0
CUST03232,52221,0.6,23,14,32616,335,7,48,23.94,1
CUST03233,22143,0.26,37,13,67253,375,4,36,18.24,1
CUST03234,93359,0.58,7,2,7283,719,7,60,15.9,1
CUST03235,185687,0.09,9,5,78090,488,1,48,12.32,0
CUST03236,127017,0.53,20,4,51709,736,2,60,11.63,0
CUST03237,190824,0.07,31,4,28066,323,6,36,19.26,0
CUST03238,78127,0.6,29,10,98624,456,6,48,20.6,1
CUST03239,137908,0.54,3,5,66055,806,6,60,12.98,0
CUST03240,183181,0.09,16,9,90030,356,7,36,19.4,1
CUST03241,177508,0.1,12,12,51569,556,4,60,13.51,0
CUST03242,25333,0.36,8,12,11160,703,5,36,12.59,1
CUST03243,122477,0.35,14,15,74916,658,1,48,10.69,1
CUST03244,47435,0.58,17,1,33355,349,6,36,22.77,1
CUST03245,199876,0.53,5,6,8990,840,3,48,9.56,1
CUST03246,198481,0.37,22,15,2411,370,0,36,16.43,0
CUST03247,140479,0.29,36,15,33772,706,7,48,13.36,0
CUST03248,141822,0.37,3,6,16718,466,3,36,16.44,1
CUST03249,55271,0.16,35,4,36577,549,0,60,11.35,0
CUST03250,121206,0.52,22,3,38203,418,7,60,21.99,0
CUST03251,95292,0.3,11,10,59057,617,8,36,16.08,1
CUST03252,108167,0.38,23,12,7439,607,4,36,14.14,1
CUST03253,177999,0.16,23,2,96522,736,1,48,7.47,0
CUST03254,188086,0.13,30,11,53778,587,4,60,13.08,0
CUST03255,175175,0.34,24,4,57330,721,5,48,12.03,0
CUST03256,184497,0.2,23,1,58064,301,8,36,22.18,0
CUST03257,198369,0.11,4,14,62605,323,0,60,15.88,0
CUST03258,114376,0.57,33,12,89616,805,8,60,14.64,0
CUST03259,187523,0.16,14,8,49983,570,0,48,10.39,0
CUST03260,119946,0.17,15,8,62134,719,2,36,8.62,0
CUST03261,46946,0.09,38,7,61162,525,8,60,16.91,0
CUST03262,164000,0.48,10,10,78693,301,2,36,20.22,1
CUST03263,189226,0.4,14,10,52030,402,4,60,19.27,0
CUST03264,164254,0.48,20,2,63344,808,7,48,12.66,0
CUST03265,26910,0.11,2,11,86784,720,1,36,7.42,0
CUST03266,71237,0.2,8,9,28898,493,4,60,15.69,0
CUST03267,113445,0.4,2,5,79582,699,1,36,10.19,0
CUST03268,121984,0.5,38,12,39101,824,5,48,11.07,0
CUST03269,93807,0.12,13,1,60727,491,8,48,17.39,1
CUST03270,48091,0.39,30,13,98248,490,8,60,20.07,1
CUST03271,59444,0.48,12,4,96151,759,8,60,14.93,0
CUST03272,51097,0.48,2,5,32478,436,4,60,19.17,0
CUST03273,166066,0.35,36,14,49539,803,7,36,11.73,0
CUST03274,120665,0.48,15,8,48573,638,1,36,12.17,0
CUST03275,107180,0.47,13,10,26379,454,7,36,20.3,0
CUST03276,39069,0.45,21,1,89716,622,7,60,16.97,1
CUST03277,189956,0.6,31,12,37364,681,5,48,14.99,1
CUST03278,137871,0.22,15,4,98154,833,8,60,11.23,0
CUST03279,40098,0.58,16,7,8727,568,5,48,17.29,1
CUST03280,67292,0.53,40,10,64807,824,5,36,11.31,0
CUST03281,128036,0.34,19,13,4676,664,7,60,15.18,0
CUST03282,96006,0.57,33,15,37351,782,0,60,9.54,0
CUST03283,151638,0.16,5,2,69017,661,0,60,8.9,0
CUST03284,116970,0.27,33,2,63001,515,1,48,13.17,0
CUST03285,197968,0.07,2,12,58633,621,2,36,9.96,0
